workerid,proliferate.condition,practiceResp,error
176,condition=M&label=S&respKeyExp=0&respKeyTest=1,"practice,0,4,F4M.webm,88,word,1651780252281,1651780256299,4018,false,false;practice,1,5,FN1H.webm,77,non-word,1651780261945,1651780267603,5658,false,false;practice,2,2,FN6M.webm,77,non-word,1651780271819,1651780275627,3808,false,false;practice,3,1,FN86H-CATCH.webm,66,,1651780280327,1651780283667,3340,true,true;practice,4,0,F40H.webm,88,word,1651780287027,1651780289963,2936,false,false;practice,5,3,F2H-CATCH.webm,66,,1651780292882,1651780295756,2874,true,true;",
305,condition=M&label=S&respKeyExp=0&respKeyTest=1,"practice,0,0,F40H.webm,88,word,1651794222030,1651794226662,4632,false,false;practice,1,1,FN86H-CATCH.webm,77,non-word,1651794229936,1651794235494,5558,true,false;practice,2,2,FN6M.webm,77,non-word,1651794239958,1651794243839,3881,false,false;practice,3,3,F2H-CATCH.webm,66,,1651794246461,1651794248671,2210,true,true;practice,4,4,F4M.webm,88,word,1651794250762,1651794259782,9020,false,false;practice,5,5,FN1H.webm,77,non-word,1651794261636,1651794267166,5530,false,false;",
289,condition=M&label=S&respKeyExp=0&respKeyTest=1,"practice,0,3,F2H-CATCH.webm,66,,1651794095762,1651794100714,4952,true,true;practice,1,5,FN1H.webm,77,non-word,1651794106503,1651794110991,4488,false,false;practice,2,1,FN86H-CATCH.webm,66,,1651794115136,1651794118787,3651,true,true;practice,3,0,F40H.webm,88,word,1651794122619,1651794126125,3506,false,false;practice,4,4,F4M.webm,88,word,1651794129792,1651794133855,4063,false,false;practice,5,2,FN6M.webm,77,non-word,1651794137038,1651794141088,4050,false,false;",
230,condition=M&label=S&respKeyExp=0&respKeyTest=1,"practice,0,0,F40H.webm,88,word,1651783839569,1651783843556,3987,false,false;practice,1,1,FN86H-CATCH.webm,77,non-word,1651783847312,1651783851030,3718,true,false;practice,2,2,FN6M.webm,77,non-word,1651783856955,1651783861400,4445,false,false;practice,3,3,F2H-CATCH.webm,66,,1651783865112,1651783869717,4605,true,true;practice,4,4,F4M.webm,88,word,1651783873163,1651783877126,3963,false,false;practice,5,5,FN1H.webm,77,non-word,1651783880472,1651783884530,4058,false,false;",
248,condition=M&label=S&respKeyExp=0&respKeyTest=1,"practice,0,2,FN6M.webm,77,non-word,1651786354994,1651786358273,3279,false,false;practice,1,0,F40H.webm,88,word,1651786361281,1651786363713,2432,false,false;practice,2,5,FN1H.webm,77,non-word,1651786365796,1651786368385,2589,false,false;practice,3,4,F4M.webm,88,word,1651786370240,1651786372529,2289,false,false;practice,4,1,FN86H-CATCH.webm,88,word,1651786374251,1651786377465,3214,true,false;practice,5,3,F2H-CATCH.webm,88,word,1651786388666,1651786390993,2327,true,false;",
170,condition=M&label=S&respKeyExp=0&respKeyTest=1,"practice,0,5,FN1H.webm,77,non-word,1651779894908,1651779907549,12641,false,false;practice,1,3,F2H-CATCH.webm,66,,1651779913174,1651779916055,2881,true,true;practice,2,1,FN86H-CATCH.webm,66,,1651779919795,1651779922700,2905,true,true;practice,3,2,FN6M.webm,77,non-word,1651779925745,1651779929950,4205,false,false;practice,4,4,F4M.webm,88,word,1651779932531,1651779936293,3762,false,false;practice,5,0,F40H.webm,88,word,1651779938727,1651779941948,3221,false,false;",
169,condition=M&label=SH&respKeyExp=0&respKeyTest=0,"practice,0,4,F4M.webm,88,word,1651779127636,1651779131032,3396,false,false;practice,1,3,F2H-CATCH.webm,66,,1651779134682,1651779137157,2475,true,true;practice,2,0,F40H.webm,88,word,1651779139818,1651779142223,2405,false,false;practice,3,2,FN6M.webm,77,non-word,1651779144816,1651779147734,2918,false,false;practice,4,5,FN1H.webm,77,non-word,1651779150117,1651779152814,2697,false,false;practice,5,1,FN86H-CATCH.webm,66,,1651779154932,1651779157962,3030,true,true;",
209,condition=M&label=SH&respKeyExp=0&respKeyTest=0,"practice,0,0,F40H.webm,88,word,1651782830087,1651782837837,7750,false,false;practice,1,1,FN86H-CATCH.webm,66,,1651782841139,1651782843245,2106,true,true;practice,2,3,F2H-CATCH.webm,66,,1651782846269,1651782847718,1449,true,true;practice,3,2,FN6M.webm,77,non-word,1651782850289,1651782853515,3226,false,false;practice,4,4,F4M.webm,88,word,1651782857004,1651782859197,2193,false,false;practice,5,5,FN1H.webm,77,non-word,1651782861692,1651782864362,2670,false,false;",
321,condition=M&label=SH&respKeyExp=0&respKeyTest=0,"practice,0,0,F40H.webm,88,word,1651799727450,1651799732503,5053,false,false;practice,1,1,FN86H-CATCH.webm,77,non-word,1651799738376,1651799742127,3751,true,false;practice,2,5,FN1H.webm,77,non-word,1651799762328,1651799771396,9068,false,false;practice,3,3,F2H-CATCH.webm,88,word,1651799776146,1651799781245,5099,true,false;practice,4,2,FN6M.webm,77,non-word,1651799790332,1651799802199,11867,false,false;practice,5,4,F4M.webm,88,word,1651799806000,1651799811696,5696,false,false;",
188,condition=M&label=SH&respKeyExp=0&respKeyTest=0,"practice,0,3,F2H-CATCH.webm,88,word,1651781580896,1651781586083,5187,true,false;practice,1,4,F4M.webm,88,word,1651781594471,1651781596890,2419,false,false;practice,2,1,FN86H-CATCH.webm,66,,1651781599166,1651781601978,2812,true,true;practice,3,5,FN1H.webm,77,non-word,1651781604366,1651781607026,2660,false,false;practice,4,0,F40H.webm,88,word,1651781608841,1651781611170,2329,false,false;practice,5,2,FN6M.webm,77,non-word,1651781612881,1651781616021,3140,false,false;",
175,condition=M&label=SH&respKeyExp=0&respKeyTest=0,"practice,0,0,F40H.webm,88,word,1651785985296,1651785998862,13566,false,false;practice,1,5,FN1H.webm,77,non-word,1651786003567,1651786007467,3900,false,false;practice,2,2,FN6M.webm,77,non-word,1651786010342,1651786014730,4388,false,false;practice,3,3,F2H-CATCH.webm,66,,1651786017422,1651786020276,2854,true,true;practice,4,4,F4M.webm,88,word,1651786023270,1651786027395,4125,false,false;practice,5,1,FN86H-CATCH.webm,66,,1651786029530,1651786031995,2465,true,true;",
398,condition=M&label=SH&respKeyExp=0&respKeyTest=0,"practice,0,5,FN1H.webm,88,word,1651810656493,1651810659661,3168,false,false;practice,1,0,F40H.webm,88,word,1651810672993,1651810675907,2914,false,false;practice,2,1,FN86H-CATCH.webm,77,non-word,1651810680402,1651810682912,2510,true,false;practice,3,3,F2H-CATCH.webm,66,,1651810693496,1651810696035,2539,true,true;practice,4,4,F4M.webm,88,word,1651810699563,1651810703208,3645,false,false;practice,5,2,FN6M.webm,77,non-word,1651810707017,1651810710012,2995,false,false;",
451,condition=M&label=SH&respKeyExp=0&respKeyTest=0,"practice,0,1,FN86H-CATCH.webm,77,non-word,1651853089481,1651853093030,3549,true,false;practice,1,2,FN6M.webm,77,non-word,1651853110882,1651853113419,2537,false,false;practice,2,0,F40H.webm,88,word,1651853117317,1651853119657,2340,false,false;practice,3,3,F2H-CATCH.webm,66,,1651853122367,1651853123904,1537,true,true;practice,4,4,F4M.webm,88,word,1651853126437,1651853131874,5437,false,false;practice,5,5,FN1H.webm,77,non-word,1651853134381,1651853136605,2224,false,false;",
323,condition=M&label=SH&respKeyExp=0&respKeyTest=0,"practice,0,1,FN86H-CATCH.webm,77,non-word,1651797933765,1651797937739,3974,true,false;practice,1,2,FN6M.webm,77,non-word,1651797949259,1651797952592,3333,false,false;practice,2,3,F2H-CATCH.webm,88,word,1651797955638,1651797958774,3136,true,false;practice,3,5,FN1H.webm,77,non-word,1651797974433,1651797977683,3250,false,false;practice,4,4,F4M.webm,88,word,1651797980572,1651797982797,2225,false,false;practice,5,0,F40H.webm,88,word,1651797985417,1651797991399,5982,false,false;",
181,condition=M&label=SH&respKeyExp=0&respKeyTest=0,"practice,0,2,FN6M.webm,77,non-word,1651780766971,1651780771232,4261,false,false;practice,1,4,F4M.webm,88,word,1651780774390,1651780776957,2567,false,false;practice,2,3,F2H-CATCH.webm,66,,1651780779650,1651780781556,1906,true,true;practice,3,1,FN86H-CATCH.webm,66,,1651780784421,1651780785931,1510,true,true;practice,4,5,FN1H.webm,77,non-word,1651780787902,1651780790386,2484,false,false;practice,5,0,F40H.webm,88,word,1651780792030,1651780794797,2767,false,false;",
325,condition=M&label=SH&respKeyExp=0&respKeyTest=0,"practice,0,5,FN1H.webm,77,non-word,1651798895889,1651798902456,6567,false,false;practice,1,4,F4M.webm,88,word,1651798906798,1651798910128,3330,false,false;practice,2,1,FN86H-CATCH.webm,77,non-word,1651798912750,1651798918648,5898,true,false;practice,3,3,F2H-CATCH.webm,66,,1651798935069,1651798938138,3069,true,true;practice,4,2,FN6M.webm,77,non-word,1651798940776,1651798950316,9540,false,false;practice,5,0,F40H.webm,88,word,1651798953240,1651798957089,3849,false,false;",
442,condition=M&label=SH&respKeyExp=0&respKeyTest=0,"practice,0,0,F40H.webm,88,word,1651820138114,1651820143256,5142,false,false;practice,1,2,FN6M.webm,77,non-word,1651820147246,1651820151249,4003,false,false;practice,2,4,F4M.webm,88,word,1651820153569,1651820156881,3312,false,false;practice,3,5,FN1H.webm,77,non-word,1651820159150,1651820161465,2315,false,false;practice,4,1,FN86H-CATCH.webm,66,,1651820163579,1651820166685,3106,true,true;practice,5,3,F2H-CATCH.webm,66,,1651820168627,1651820170747,2120,true,true;",
196,condition=M&label=SH&respKeyExp=0&respKeyTest=0,"practice,0,1,FN86H-CATCH.webm,77,non-word,1651782440677,1651782444823,4146,true,false;practice,1,3,F2H-CATCH.webm,66,,1651782451356,1651782454475,3119,true,true;practice,2,4,F4M.webm,88,word,1651782458284,1651782461824,3540,false,false;practice,3,2,FN6M.webm,66,,1651782464488,1651782467232,2744,false,true;practice,4,0,F40H.webm,88,word,1651782476269,1651782479438,3169,false,false;practice,5,5,FN1H.webm,77,non-word,1651782482639,1651782485040,2401,false,false;",
456,condition=M&label=SH&respKeyExp=0&respKeyTest=0,"practice,0,5,FN1H.webm,77,non-word,1651853952965,1651853956756,3791,false,false;practice,1,2,FN6M.webm,77,non-word,1651853963037,1651853966507,3470,false,false;practice,2,4,F4M.webm,88,word,1651853982306,1651853986539,4233,false,false;practice,3,3,F2H-CATCH.webm,88,word,1651853988764,1651853991179,2415,true,false;practice,4,1,FN86H-CATCH.webm,66,,1651854002446,1651854004644,2198,true,true;practice,5,0,F40H.webm,88,word,1651854007105,1651854012539,5434,false,false;",
194,condition=M&label=SH&respKeyExp=0&respKeyTest=0,"practice,0,2,FN6M.webm,77,non-word,1651782235183,1651782242515,7332,false,false;practice,1,1,FN86H-CATCH.webm,66,,1651782249875,1651782253142,3267,true,true;practice,2,3,F2H-CATCH.webm,66,,1651782257261,1651782259738,2477,true,true;practice,3,4,F4M.webm,88,word,1651782263170,1651782268015,4845,false,false;practice,4,5,FN1H.webm,77,non-word,1651782272922,1651782276806,3884,false,false;practice,5,0,F40H.webm,88,word,1651782281381,1651782285009,3628,false,false;",
288,condition=M&label=SH&respKeyExp=0&respKeyTest=0,"practice,0,3,F2H-CATCH.webm,66,,1651793955088,1651793956867,1779,true,true;practice,1,0,F40H.webm,88,word,1651793961649,1651793963738,2089,false,false;practice,2,2,FN6M.webm,77,non-word,1651793966580,1651793975276,8696,false,false;practice,3,4,F4M.webm,88,word,1651793977733,1651793980369,2636,false,false;practice,4,5,FN1H.webm,77,non-word,1651793982667,1651793985689,3022,false,false;practice,5,1,FN86H-CATCH.webm,66,,1651793987567,1651793990109,2542,true,true;",
214,condition=M&label=SH&respKeyExp=0&respKeyTest=0,"practice,0,1,FN86H-CATCH.webm,88,word,1651782827012,1651782832480,5468,true,false;practice,1,4,F4M.webm,66,,1651782851450,1651782854980,3530,false,true;practice,2,2,FN6M.webm,77,non-word,1651782864898,1651782868504,3606,false,false;practice,3,5,FN1H.webm,77,non-word,1651782872832,1651782875521,2689,false,false;practice,4,0,F40H.webm,88,word,1651782878331,1651782880591,2260,false,false;practice,5,3,F2H-CATCH.webm,77,non-word,1651782883769,1651782887203,3434,true,false;",
369,condition=M&label=SH&respKeyExp=0&respKeyTest=1,"practice,0,5,FN1H.webm,77,non-word,1651808041791,1651808050350,8559,false,false;practice,1,1,FN86H-CATCH.webm,77,non-word,1651808056603,1651808061524,4921,true,false;practice,2,2,FN6M.webm,77,non-word,1651808073950,1651808080084,6134,false,false;practice,3,3,F2H-CATCH.webm,66,,1651808092522,1651808098109,5587,true,true;practice,4,4,F4M.webm,88,word,1651808112275,1651808118268,5993,false,false;practice,5,0,F40H.webm,88,word,1651808120922,1651808124436,3514,false,false;",
303,condition=M&label=SH&respKeyExp=0&respKeyTest=1,"practice,0,3,F2H-CATCH.webm,66,,1651794262655,1651794264665,2010,true,true;practice,1,4,F4M.webm,88,word,1651794269028,1651794271912,2884,false,false;practice,2,0,F40H.webm,88,word,1651794278624,1651794281856,3232,false,false;practice,3,5,FN1H.webm,77,non-word,1651794285608,1651794288312,2704,false,false;practice,4,2,FN6M.webm,77,non-word,1651794291150,1651794294320,3170,false,false;practice,5,1,FN86H-CATCH.webm,66,,1651794297280,1651794299736,2456,true,true;",
178,condition=M&label=SH&respKeyExp=0&respKeyTest=1,"practice,0,3,F2H-CATCH.webm,88,word,1651780288133,1651780296122,7989,true,false;practice,1,5,FN1H.webm,77,non-word,1651780317491,1651780321793,4302,false,false;practice,2,0,F40H.webm,88,word,1651780324564,1651780327528,2964,false,false;practice,3,1,FN86H-CATCH.webm,66,,1651780331126,1651780333497,2371,true,true;practice,4,4,F4M.webm,88,word,1651780336791,1651780339544,2753,false,false;practice,5,2,FN6M.webm,77,non-word,1651780341490,1651780344872,3382,false,false;",
227,condition=M&label=SH&respKeyExp=0&respKeyTest=1,"practice,0,1,FN86H-CATCH.webm,66,,1651783625675,1651783630402,4727,true,true;practice,1,4,F4M.webm,88,word,1651783632753,1651783637813,5060,false,false;practice,2,2,FN6M.webm,77,non-word,1651783641698,1651783645599,3901,false,false;practice,3,5,FN1H.webm,77,non-word,1651783648537,1651783654106,5569,false,false;practice,4,0,F40H.webm,88,word,1651783656744,1651783660060,3316,false,false;practice,5,3,F2H-CATCH.webm,66,,1651783661910,1651783664945,3035,true,true;",
241,condition=M&label=SH&respKeyExp=0&respKeyTest=1,"practice,0,0,F40H.webm,88,word,1651784541814,1651784545987,4173,false,false;practice,1,1,FN86H-CATCH.webm,77,non-word,1651784550276,1651784552734,2458,true,false;practice,2,3,F2H-CATCH.webm,88,word,1651784571436,1651784575001,3565,true,false;practice,3,2,FN6M.webm,77,non-word,1651784580324,1651784586011,5687,false,false;practice,4,5,FN1H.webm,77,non-word,1651784589337,1651784592190,2853,false,false;practice,5,4,F4M.webm,88,word,1651784594309,1651784596944,2635,false,false;",
201,condition=M&label=SH&respKeyExp=0&respKeyTest=1,"practice,0,0,F40H.webm,88,word,1651783305044,1651783308056,3012,false,false;practice,1,4,F4M.webm,88,word,1651783315075,1651783318000,2925,false,false;practice,2,3,F2H-CATCH.webm,66,,1651783323424,1651783325490,2066,true,true;practice,3,2,FN6M.webm,77,non-word,1651783329365,1651783332459,3094,false,false;practice,4,5,FN1H.webm,77,non-word,1651783335514,1651783338344,2830,false,false;practice,5,1,FN86H-CATCH.webm,66,,1651783366569,1651783369483,2914,true,true;",
168,condition=M&label=SH&respKeyExp=0&respKeyTest=1,"practice,0,0,F40H.webm,88,word,1651778817470,1651778822484,5014,false,false;practice,1,5,FN1H.webm,77,non-word,1651778825331,1651778829395,4064,false,false;practice,2,3,F2H-CATCH.webm,66,,1651778832288,1651778835468,3180,true,true;practice,3,2,FN6M.webm,77,non-word,1651778837868,1651778842067,4199,false,false;practice,4,1,FN86H-CATCH.webm,66,,1651778846720,1651778849732,3012,true,true;practice,5,4,F4M.webm,88,word,1651778853314,1651778856371,3057,false,false;",
449,condition=M&label=SH&respKeyExp=0&respKeyTest=1,"practice,0,5,FN1H.webm,88,word,1651852457413,1651852460611,3198,false,false;practice,1,4,F4M.webm,88,word,1651852468281,1651852470656,2375,false,false;practice,2,1,FN86H-CATCH.webm,77,non-word,1651852474322,1651852477346,3024,true,false;practice,3,0,F40H.webm,88,word,1651852484582,1651852488971,4389,false,false;practice,4,3,F2H-CATCH.webm,66,,1651852492203,1651852494971,2768,true,true;practice,5,2,FN6M.webm,77,non-word,1651852498406,1651852502514,4108,false,false;",
218,condition=M&label=SH&respKeyExp=0&respKeyTest=1,"practice,0,1,FN86H-CATCH.webm,77,non-word,1651783052559,1651783058683,6124,true,false;practice,1,0,F40H.webm,88,word,1651783073481,1651783077995,4514,false,false;practice,2,4,F4M.webm,88,word,1651783081574,1651783085764,4190,false,false;practice,3,2,FN6M.webm,77,non-word,1651783089462,1651783094136,4674,false,false;practice,4,3,F2H-CATCH.webm,66,,1651783097117,1651783100189,3072,true,true;practice,5,5,FN1H.webm,77,non-word,1651783102756,1651783108436,5680,false,false;",
271,condition=M&label=SH&respKeyExp=0&respKeyTest=1,"practice,0,3,F2H-CATCH.webm,88,word,1651793931458,1651793937931,6473,true,false;practice,1,0,F40H.webm,88,word,1651793954431,1651793960026,5595,false,false;practice,2,2,FN6M.webm,77,non-word,1651793964028,1651793969099,5071,false,false;practice,3,4,F4M.webm,88,word,1651793971587,1651793976143,4556,false,false;practice,4,1,FN86H-CATCH.webm,66,,1651793979410,1651793984550,5140,true,true;practice,5,5,FN1H.webm,77,non-word,1651793986873,1651793992134,5261,false,false;",
197,condition=M&label=SH&respKeyExp=0&respKeyTest=1,"practice,0,3,F2H-CATCH.webm,66,,1651782242913,1651782247466,4553,true,true;practice,1,2,FN6M.webm,77,non-word,1651782251508,1651782255232,3724,false,false;practice,2,4,F4M.webm,88,word,1651782259417,1651782263328,3911,false,false;practice,3,5,FN1H.webm,77,non-word,1651782266324,1651782270201,3877,false,false;practice,4,0,F40H.webm,88,word,1651782273131,1651782276943,3812,false,false;practice,5,1,FN86H-CATCH.webm,66,,1651782279881,1651782282934,3053,true,true;",
378,condition=M&label=SH&respKeyExp=0&respKeyTest=1,"practice,0,4,F4M.webm,88,word,1651808883976,1651808894439,10463,false,false;practice,1,0,F40H.webm,88,word,1651808901771,1651808904729,2958,false,false;practice,2,1,FN86H-CATCH.webm,66,,1651808907454,1651808910169,2715,true,true;practice,3,5,FN1H.webm,77,non-word,1651808912715,1651808916408,3693,false,false;practice,4,3,F2H-CATCH.webm,66,,1651808919821,1651808922774,2953,true,true;practice,5,2,FN6M.webm,77,non-word,1651808925242,1651808928720,3478,false,false;",
208,condition=M&label=SH&respKeyExp=0&respKeyTest=1,"practice,0,3,F2H-CATCH.webm,88,word,1651782819742,1651782824967,5225,true,false;practice,1,0,F40H.webm,88,word,1651782845017,1651782848786,3769,false,false;practice,2,2,FN6M.webm,66,,1651782852342,1651782855386,3044,false,true;practice,3,5,FN1H.webm,77,non-word,1651782865950,1651782869661,3711,false,false;practice,4,1,FN86H-CATCH.webm,66,,1651782873024,1651782876519,3495,true,true;practice,5,4,F4M.webm,88,word,1651782878996,1651782882117,3121,false,false;",
433,condition=M&label=SH&respKeyExp=0&respKeyTest=1,"practice,0,1,FN86H-CATCH.webm,88,word,1651816856493,1651816866189,9696,true,false;practice,1,0,F40H.webm,88,word,1651816879233,1651816881854,2621,false,false;practice,2,2,FN6M.webm,77,non-word,1651816884890,1651816887906,3016,false,false;practice,3,3,F2H-CATCH.webm,66,,1651816891620,1651816894006,2386,true,true;practice,4,4,F4M.webm,88,word,1651816896611,1651816899157,2546,false,false;practice,5,5,FN1H.webm,77,non-word,1651816903868,1651816906764,2896,false,false;",
213,condition=M&label=SH&respKeyExp=0&respKeyTest=1,"practice,0,5,FN1H.webm,77,non-word,1651782804023,1651782808593,4570,false,false;practice,1,1,FN86H-CATCH.webm,77,non-word,1651782813029,1651782818632,5603,true,false;practice,2,0,F40H.webm,88,word,1651782822995,1651782828408,5413,false,false;practice,3,3,F2H-CATCH.webm,66,,1651782831149,1651782834025,2876,true,true;practice,4,4,F4M.webm,88,word,1651782836284,1651782839623,3339,false,false;practice,5,2,FN6M.webm,77,non-word,1651782842930,1651782845970,3040,false,false;",
287,condition=M&label=SH&respKeyExp=0&respKeyTest=1,"practice,0,2,FN6M.webm,77,non-word,1651794313191,1651794324850,11659,false,false;practice,1,4,F4M.webm,88,word,1651794336365,1651794342248,5883,false,false;practice,2,3,F2H-CATCH.webm,66,,1651794347679,1651794352633,4954,true,true;practice,3,0,F40H.webm,88,word,1651794356844,1651794360488,3644,false,false;practice,4,5,FN1H.webm,77,non-word,1651794365727,1651794369905,4178,false,false;practice,5,1,FN86H-CATCH.webm,66,,1651794372996,1651794375569,2573,true,true;",
186,condition=M&label=SH&respKeyExp=1&respKeyTest=1,"practice,0,1,FN86H-CATCH.webm,77,word,1651780832368,1651780835596,3228,true,false;practice,1,0,F40H.webm,77,word,1651780843142,1651780846815,3673,false,false;practice,2,4,F4M.webm,77,word,1651780849119,1651780853236,4117,false,false;practice,3,3,F2H-CATCH.webm,66,,1651780856826,1651780864688,7862,true,true;practice,4,2,FN6M.webm,88,non-word,1651780867928,1651780870964,3036,false,false;practice,5,5,FN1H.webm,88,non-word,1651780873642,1651780876050,2408,false,false;",
375,condition=M&label=SH&respKeyExp=1&respKeyTest=1,"practice,0,1,FN86H-CATCH.webm,88,non-word,1651808431777,1651808438433,6656,true,false;practice,1,5,FN1H.webm,88,non-word,1651808449975,1651808455058,5083,false,false;practice,2,0,F40H.webm,77,word,1651808459617,1651808463538,3921,false,false;practice,3,2,FN6M.webm,88,non-word,1651808466851,1651808471050,4199,false,false;practice,4,4,F4M.webm,77,word,1651808474025,1651808478102,4077,false,false;practice,5,3,F2H-CATCH.webm,66,,1651808480650,1651808484448,3798,true,true;",
380,condition=M&label=SH&respKeyExp=1&respKeyTest=1,"practice,0,3,F2H-CATCH.webm,77,word,1651809417927,1651809426572,8645,true,false;practice,1,0,F40H.webm,77,word,1651809442063,1651809444844,2781,false,false;practice,2,2,FN6M.webm,88,non-word,1651809449710,1651809456187,6477,false,false;practice,3,1,FN86H-CATCH.webm,66,,1651809460807,1651809464941,4134,true,true;practice,4,4,F4M.webm,77,word,1651809467986,1651809470531,2545,false,false;practice,5,5,FN1H.webm,88,non-word,1651809473202,1651809478644,5442,false,false;",
236,condition=M&label=SH&respKeyExp=1&respKeyTest=1,"practice,0,1,FN86H-CATCH.webm,88,non-word,1651784398392,1651784405869,7477,true,false;practice,1,5,FN1H.webm,88,non-word,1651784419922,1651784426314,6392,false,false;practice,2,3,F2H-CATCH.webm,66,,1651784429814,1651784432579,2765,true,true;practice,3,0,F40H.webm,77,word,1651784435954,1651784440210,4256,false,false;practice,4,4,F4M.webm,77,word,1651784442850,1651784447363,4513,false,false;practice,5,2,FN6M.webm,88,non-word,1651784449831,1651784454123,4292,false,false;",
361,condition=M&label=SH&respKeyExp=1&respKeyTest=1,"practice,0,0,F40H.webm,77,word,1651807356181,1651807359776,3595,false,false;practice,1,4,F4M.webm,77,word,1651807368834,1651807371365,2531,false,false;practice,2,5,FN1H.webm,88,non-word,1651807375171,1651807378138,2967,false,false;practice,3,3,F2H-CATCH.webm,66,,1651807381133,1651807383932,2799,true,true;practice,4,2,FN6M.webm,88,non-word,1651807386229,1651807389772,3543,false,false;practice,5,1,FN86H-CATCH.webm,77,word,1651807392497,1651807399356,6859,true,false;",
245,condition=M&label=SH&respKeyExp=1&respKeyTest=1,"practice,0,5,FN1H.webm,88,non-word,1651785172950,1651785177767,4817,false,false;practice,1,4,F4M.webm,77,word,1651785183294,1651785186548,3254,false,false;practice,2,1,FN86H-CATCH.webm,66,,1651785188523,1651785191244,2721,true,true;practice,3,0,F40H.webm,77,word,1651785193649,1651785196407,2758,false,false;practice,4,3,F2H-CATCH.webm,66,,1651785198885,1651785204144,5259,true,true;practice,5,2,FN6M.webm,88,non-word,1651785207011,1651785210494,3483,false,false;",
229,condition=M&label=SH&respKeyExp=1&respKeyTest=1,"practice,0,1,FN86H-CATCH.webm,66,,1651783988778,1651783990492,1714,true,true;practice,1,2,FN6M.webm,88,non-word,1651783997645,1651784009317,11672,false,false;practice,2,4,F4M.webm,77,word,1651784016123,1651784022836,6713,false,false;practice,3,3,F2H-CATCH.webm,66,,1651784025717,1651784030958,5241,true,true;practice,4,0,F40H.webm,77,word,1651784036301,1651784042365,6064,false,false;practice,5,5,FN1H.webm,88,non-word,1651784045127,1651784052140,7013,false,false;",
462,condition=M&label=SH&respKeyExp=1&respKeyTest=1,"practice,0,2,FN6M.webm,77,word,1651857848302,1651857853528,5226,false,false;practice,1,0,F40H.webm,77,word,1651857862325,1651857865003,2678,false,false;practice,2,5,FN1H.webm,88,non-word,1651857868953,1651857872660,3707,false,false;practice,3,4,F4M.webm,77,word,1651857875489,1651857877856,2367,false,false;practice,4,3,F2H-CATCH.webm,66,,1651857880158,1651857883145,2987,true,true;practice,5,1,FN86H-CATCH.webm,66,,1651857886653,1651857889145,2492,true,true;",
247,condition=M&label=SH&respKeyExp=1&respKeyTest=1,"practice,0,3,F2H-CATCH.webm,77,word,1651785412158,1651785417602,5444,true,false;practice,1,4,F4M.webm,77,word,1651785425899,1651785429453,3554,false,false;practice,2,0,F40H.webm,77,word,1651785432390,1651785435642,3252,false,false;practice,3,2,FN6M.webm,88,non-word,1651785438331,1651785442360,4029,false,false;practice,4,5,FN1H.webm,88,non-word,1651785445710,1651785448897,3187,false,false;practice,5,1,FN86H-CATCH.webm,66,,1651785452083,1651785454534,2451,true,true;",
184,condition=M&label=SH&respKeyExp=1&respKeyTest=1,"practice,0,2,FN6M.webm,77,word,1651780811677,1651780822413,10736,false,false;practice,1,3,F2H-CATCH.webm,66,,1651780828802,1651780832541,3739,true,true;practice,2,5,FN1H.webm,88,non-word,1651780837142,1651780840885,3743,false,false;practice,3,1,FN86H-CATCH.webm,66,,1651780844587,1651780847101,2514,true,true;practice,4,0,F40H.webm,77,word,1651780850711,1651780853909,3198,false,false;practice,5,4,F4M.webm,77,word,1651780857955,1651780861797,3842,false,false;",
463,condition=M&label=SH&respKeyExp=1&respKeyTest=1,"practice,0,5,FN1H.webm,88,non-word,1651858539643,1651858543151,3508,false,false;practice,1,4,F4M.webm,77,word,1651858546944,1651858549788,2844,false,false;practice,2,2,FN6M.webm,88,non-word,1651858552558,1651858555413,2855,false,false;practice,3,3,F2H-CATCH.webm,66,,1651858559040,1651858562270,3230,true,true;practice,4,1,FN86H-CATCH.webm,88,non-word,1651858565669,1651858569102,3433,true,false;practice,5,0,F40H.webm,77,word,1651858573669,1651858577254,3585,false,false;",
177,condition=M&label=SH&respKeyExp=1&respKeyTest=1,"practice,0,1,FN86H-CATCH.webm,66,,1651780199114,1651780200938,1824,true,true;practice,1,3,F2H-CATCH.webm,88,non-word,1651780204867,1651780208502,3635,true,false;practice,2,2,FN6M.webm,88,non-word,1651780212708,1651780216570,3862,false,false;practice,3,0,F40H.webm,77,word,1651780219955,1651780223455,3500,false,false;practice,4,5,FN1H.webm,88,non-word,1651780226356,1651780229551,3195,false,false;practice,5,4,F4M.webm,77,word,1651780233130,1651780236718,3588,false,false;",
416,condition=M&label=SH&respKeyExp=1&respKeyTest=1,"practice,0,3,F2H-CATCH.webm,77,word,1651816126313,1651816130878,4565,true,false;practice,1,5,FN1H.webm,88,non-word,1651816150872,1651816155317,4445,false,false;practice,2,0,F40H.webm,77,word,1651816159081,1651816163717,4636,false,false;practice,3,4,F4M.webm,77,word,1651816167532,1651816172019,4487,false,false;practice,4,1,FN86H-CATCH.webm,66,,1651816174943,1651816177697,2754,true,true;practice,5,2,FN6M.webm,88,non-word,1651816180898,1651816184579,3681,false,false;",
